Year,Brand,ENTREPRENEURSHIP,QUALITY OF LIFE,SOCIAL PURPOSE,CULTURAL INFLUENCE,OPEN FOR BUSINESS,ADVENTURE,POWER,HERITAGE,MOVERS,OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ecuador,2.23,12.64,7.92,5.95,46.90,31.70,2.80,13.93,22.94,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Egypt,5.34,4.58,2.57,23.67,23.88,22.36,12.11,61.17,69.01,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Estonia,9.25,16.38,17.95,5.94,53.48,14.18,0.00,8.79,18.52,15.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Finland,71.14,91.04,95.39,32.90,76.76,41.49,7.56,18.27,28.93,81.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,France,70.11,56.22,72.97,97.62,51.52,50.99,66.90,89.07,20.77,87.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Germany,99.81,82.97,80.14,50.40,58.96,15.60,85.51,44.63,29.89,96.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ghana,0.00,8.61,2.38,2.84,42.27,7.68,3.96,0.75,25.65,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Greece,16.39,25.03,24.20,45.87,41.95,79.72,7.09,95.16,37.67,37.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Guatemala,0.12,9.34,4.57,2.43,50.92,18.06,2.96,6.99,19.53,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Hungary,17.04,28.20,22.67,9.63,49.33,24.94,1.44,35.43,1.07,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,India,27.22,19.81,5.56,30.16,55.18,22.91,25.13,79.15,79.48,43.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Indonesia,7.29,18.36,3.50,9.10,59.43,31.59,5.82,29.32,38.92,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Iran,1.55,0.58,0.00,2.04,0.00,0.34,31.53,12.41,19.31,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Iraq,1.28,0.00,0.41,0.88,6.07,0.00,22.05,10.64,15.43,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ireland,47.88,62.84,63.93,34.93,72.67,52.84,5.80,50.44,24.70,60.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Israel,40.37,18.20,12.55,13.91,27.07,3.99,60.00,32.07,58.92,39.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Italy,47.75,39.88,47.36,100.00,45.03,85.78,22.33,100.00,34.11,69.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Japan,100.00,69.31,48.09,70.88,58.34,26.58,60.13,66.92,77.62,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Jordan,2.73,3.49,2.03,2.57,31.63,5.69,9.35,18.89,20.33,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Kazakhstan,1.15,8.34,2.31,0.00,27.57,5.60,6.91,3.68,35.75,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Latvia,8.78,17.64,19.35,3.68,49.77,15.85,0.07,8.99,12.28,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Lebanon,1.43,1.30,1.77,4.69,24.82,6.90,8.68,19.52,20.85,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Lithuania,10.31,14.19,18.55,3.05,49.39,10.95,0.65,8.35,8.85,12.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Luxembourg,56.59,66.37,72.23,33.85,100.00,22.61,8.62,14.52,9.65,64.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Malaysia,15.68,22.78,5.52,12.66,66.65,31.95,3.63,28.56,41.36,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Mexico,9.76,16.43,7.56,34.02,40.66,67.55,8.33,79.54,41.64,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Morocco,2.36,10.23,2.50,15.32,45.27,31.00,3.37,44.42,57.17,20.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myanmar,0.87,9.94,2.22,3.24,38.48,11.08,4.61,8.74,40.66,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Netherlands,74.75,87.87,95.34,49.54,74.71,47.16,16.08,34.86,22.05,85.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,New Zealand,59.26,84.95,85.13,41.34,74.65,69.71,9.29,24.58,52.67,82.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Nigeria,2.14,5.19,1.17,3.78,36.98,5.29,5.92,3.16,16.41,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Norway,74.43,94.46,100.00,39.49,77.19,39.63,14.54,25.68,34.34,87.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Oman,3.09,5.81,3.06,3.12,34.64,3.83,6.96,1.53,31.02,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Pakistan,2.09,5.55,1.11,0.57,25.12,1.62,18.31,7.61,17.62,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Panama,6.38,6.47,6.39,5.67,86.11,32.59,3.20,7.75,15.24,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Peru,3.26,14.84,7.72,15.40,53.68,42.58,2.79,48.83,33.44,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Philippines,7.12,19.03,4.94,11.09,56.20,42.27,5.05,22.76,21.14,16.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Poland,29.84,37.00,34.34,11.07,47.27,22.46,6.39,41.89,5.14,28.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Portugal,34.55,45.15,47.31,35.70,59.02,62.63,5.72,76.09,10.43,45.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Qatar,28.69,21.59,8.07,22.41,32.45,5.59,16.99,2.15,61.21,32.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Romania,7.31,18.55,10.54,5.01,40.61,23.00,1.63,21.87,3.41,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Russian Federation,46.27,19.30,10.53,40.11,0.37,19.20,98.57,54.31,61.12,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Saudi Arabia,23.05,18.52,3.51,15.02,11.48,1.41,53.52,12.23,65.28,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Serbia,5.01,6.20,6.75,1.68,29.26,11.70,5.04,10.17,5.93,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Singapore,74.77,50.11,26.54,43.96,78.93,38.62,18.80,30.73,95.39,76.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Slovakia,10.12,16.28,18.87,4.10,50.22,17.86,0.41,13.59,2.93,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Slovenia,9.19,18.07,15.87,7.19,48.17,19.55,0.35,13.23,9.07,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,South Africa,15.64,8.00,12.51,17.29,29.88,38.55,9.87,31.32,62.12,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,"Korea, Republic of",75.96,37.16,21.23,31.29,47.70,11.61,51.36,20.87,56.32,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Spain,44.50,41.92,47.36,83.95,47.39,85.11,17.54,98.00,27.26,63.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sri Lanka,2.51,11.98,2.78,10.36,56.41,24.30,3.41,20.38,51.06,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sweden,84.85,97.73,97.30,52.13,81.10,42.30,18.40,28.02,28.70,93.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Switzerland,89.46,92.06,97.31,55.42,91.43,46.52,30.05,33.67,39.15,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Tanzania,0.13,9.44,3.18,4.82,42.10,17.59,3.49,4.40,50.15,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Thailand,14.42,24.20,5.38,39.57,75.77,73.49,4.35,73.23,75.84,43.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Tunisia,1.69,7.78,1.24,3.64,40.08,14.15,3.16,14.84,14.16,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Turkey,14.80,17.72,5.45,26.50,22.87,37.40,27.48,76.02,50.38,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Ukraine,9.09,9.77,6.90,8.41,26.67,18.83,8.16,15.51,11.14,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,United Arab Emirates,48.05,30.84,13.53,42.73,33.17,7.36,49.06,9.74,100.00,59.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,United Kingdom,88.76,71.27,81.81,73.14,56.70,25.77,84.41,63.85,18.93,93.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,United States,96.76,53.34,57.33,80.14,42.54,32.61,100.00,43.50,38.70,92.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Uruguay,6.48,16.75,12.57,7.28,46.56,28.60,1.10,16.24,9.35,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Viet Nam,7.77,19.49,3.02,8.58,56.27,26.60,9.40,44.78,54.44,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Argentina,9.58,8.15,14.40,27.53,28.84,71.49,5.08,46.80,35.25,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Australia,74.79,90.34,90.30,56.47,71.96,68.12,26.13,33.81,50.63,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Austria,62.37,76.84,79.34,35.39,68.40,41.97,12.53,44.88,13.02,68.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Azerbaijan,1.37,4.31,2.99,0.71,36.40,7.73,5.22,4.06,30.49,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Belarus,6.78,4.33,4.58,1.41,22.24,12.64,8.85,5.35,12.36,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Bolivia,0.00,7.04,5.07,2.38,44.17,17.14,3.38,9.18,21.42,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brazil,14.40,9.99,13.88,58.68,33.56,100.00,13.36,62.12,66.72,41.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Bulgaria,5.42,17.49,11.43,2.06,44.89,16.08,0.94,11.79,5.67,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Canada,87.72,100.00,98.60,50.39,81.61,46.04,45.22,22.37,28.53,99.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Chile,6.91,14.30,12.73,11.57,50.65,41.34,2.26,26.53,25.93,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,China,73.80,43.65,13.84,45.56,58.38,15.10,91.97,68.12,79.06,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Colombia,4.81,9.73,5.63,11.88,37.12,44.99,4.36,22.47,21.22,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Costa Rica,3.01,13.65,8.68,21.35,63.18,71.53,1.89,19.00,38.50,23.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Croatia,12.29,22.81,17.44,19.74,49.89,44.37,1.03,27.64,15.01,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Czechia,21.40,30.56,30.19,8.96,46.45,23.70,3.29,28.45,10.12,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Denmark,71.37,94.63,96.00,40.68,80.95,36.82,13.29,21.80,18.17,83.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Dominican Republic,1.23,11.77,5.95,15.56,57.98,50.78,2.35,11.97,30.50,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Ecuador,1.12,6.59,4.95,4.78,42.37,25.53,2.50,9.51,15.60,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Egypt,6.22,9.22,2.31,24.44,24.66,25.03,13.34,63.60,78.51,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Estonia,9.81,12.50,16.45,2.68,55.40,10.01,0.10,6.74,0.00,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Finland,66.44,83.42,92.91,33.45,77.86,40.50,7.91,20.06,34.75,79.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,France,68.54,56.04,72.95,93.86,53.25,56.22,66.59,90.92,24.11,87.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Germany,100.00,83.38,81.32,48.85,61.57,16.72,85.95,45.38,26.76,96.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Ghana,0.94,5.62,1.80,2.57,48.36,6.46,3.34,2.06,13.26,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Greece,15.91,27.47,28.66,50.00,45.24,86.23,5.87,97.61,42.79,41.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Guatemala,0.11,6.24,2.61,0.00,46.37,13.88,4.22,5.74,16.73,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,India,27.29,19.91,5.33,31.03,50.43,24.23,27.88,79.63,83.46,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Indonesia,9.31,19.80,3.92,13.03,57.62,31.98,6.03,32.92,39.00,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Israel,37.91,12.31,12.96,12.96,30.73,5.39,58.91,33.76,53.00,36.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Italy,47.54,41.90,48.64,100.00,49.90,91.43,23.53,100.00,42.32,72.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Japan,93.54,65.55,50.16,70.38,57.14,32.21,62.27,69.75,78.32,97.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Jordan,2.47,3.34,2.29,4.05,34.32,8.25,8.98,19.76,20.87,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Kazakhstan,0.61,4.91,1.75,0.01,29.93,5.22,7.76,3.21,26.60,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Kenya,1.60,8.86,2.55,6.18,42.73,18.46,3.82,7.66,31.04,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Latvia,7.24,11.49,12.90,0.73,46.61,10.31,0.42,4.45,3.75,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lebanon,2.10,1.66,0.75,4.41,25.57,6.76,7.73,19.12,9.43,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lithuania,7.61,12.06,12.51,0.65,50.93,9.59,0.58,5.97,2.44,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Luxembourg,57.03,65.75,71.32,32.12,100.00,19.53,9.59,10.23,14.65,65.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Malaysia,15.61,24.81,6.23,16.04,77.05,37.42,3.20,30.96,41.53,29.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Mexico,11.65,16.52,8.73,38.97,41.87,65.81,7.75,81.97,39.44,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Morocco,3.03,11.01,2.36,18.34,48.04,35.93,3.25,46.52,56.33,22.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Myanmar,0.92,6.90,0.49,1.75,39.30,8.58,4.72,5.65,34.52,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Netherlands,74.21,88.65,96.41,50.30,78.54,52.94,17.05,37.09,27.79,88.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,New Zealand,58.64,85.27,90.10,42.63,75.90,72.34,10.61,25.34,60.60,87.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Norway,71.50,90.96,96.44,39.54,77.66,41.53,15.06,18.38,40.20,87.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Oman,3.16,4.95,1.90,1.76,30.66,2.48,6.30,0.38,14.71,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Panama,6.36,8.55,6.32,7.12,77.09,33.89,2.37,7.78,18.82,14.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Peru,1.34,10.27,5.04,13.52,51.94,38.16,2.72,39.19,39.26,17.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Philippines,8.44,19.90,5.30,14.22,61.54,45.83,4.09,20.90,27.38,20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Poland,28.10,39.94,35.88,11.17,51.35,21.95,5.90,35.86,3.41,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Portugal,33.17,45.83,45.14,39.49,58.13,73.27,6.00,75.26,13.85,46.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Qatar,23.89,17.21,5.45,19.47,37.20,5.06,20.37,0.00,67.79,31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Romania,6.21,17.05,9.59,7.96,44.21,20.40,2.05,23.35,8.38,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Russian Federation,44.83,17.94,9.74,31.55,0.00,18.41,98.68,48.76,60.64,47.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Saudi Arabia,19.68,13.74,3.94,14.25,14.61,1.95,57.42,12.62,63.16,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Serbia,3.62,4.03,4.22,0.27,32.96,8.19,5.77,7.17,4.12,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Singapore,71.73,43.59,33.47,55.96,80.65,40.91,16.15,39.77,72.97,74.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Slovakia,10.34,15.67,15.35,2.99,47.84,13.56,0.73,11.21,8.09,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Slovenia,9.60,13.39,14.27,2.76,48.23,16.70,0.00,8.89,1.68,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
