Year,Brand,ENTREPRENEURSHIP,QUALITY OF LIFE,SOCIAL PURPOSE,CULTURAL INFLUENCE,OPEN FOR BUSINESS,ADVENTURE,POWER,HERITAGE,MOVERS,OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Portugal,33.42,45.31,47.42,32.28,61.30,63.71,5.81,74.81,10.51,47.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Qatar,24.87,20.68,7.74,17.18,46.02,4.29,18.51,0.07,66.51,27.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Romania,8.86,16.69,11.66,6.07,48.07,19.49,1.98,27.08,6.08,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Russian Federation,43.35,16.96,10.91,31.84,0.00,14.10,99.95,47.81,67.95,43.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Saudi Arabia,22.12,21.42,3.88,14.95,25.64,1.44,58.76,12.96,69.85,29.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Serbia,4.31,5.49,4.33,1.02,26.65,8.23,6.20,9.06,3.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Singapore,79.11,53.19,31.71,47.64,82.35,43.55,16.25,31.87,95.13,76.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Slovenia,10.41,17.27,21.49,3.07,52.47,15.64,0.29,14.06,10.28,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,South Africa,18.96,8.72,12.22,14.62,30.70,37.91,12.60,33.84,53.62,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Korea, Republic of",73.26,33.34,20.51,26.06,56.75,7.42,48.52,21.16,50.61,52.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Spain,46.87,42.50,49.50,80.25,56.38,85.11,18.54,98.71,23.48,67.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sri Lanka,2.36,12.66,2.54,8.08,65.08,25.95,3.14,20.63,51.39,17.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Sweden,86.17,97.42,98.28,51.90,85.21,35.81,20.93,27.54,25.34,93.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Switzerland,89.18,92.20,96.34,56.56,96.74,41.25,29.28,35.59,37.81,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Tanzania,1.34,7.75,2.88,4.84,49.99,18.49,3.30,5.36,44.01,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Thailand,16.41,23.28,5.84,40.88,74.97,82.08,4.80,78.35,73.29,43.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Tunisia,1.58,8.45,1.11,6.46,44.41,19.31,3.28,21.71,26.02,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Turkey,16.15,17.07,4.19,25.30,28.13,32.67,31.68,71.29,39.08,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Ukraine,10.12,3.91,6.76,2.56,22.58,13.82,14.26,13.14,13.71,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,United Arab Emirates,46.67,34.75,14.24,41.80,48.95,7.99,53.31,10.81,100.00,55.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,United Kingdom,90.01,72.18,78.78,72.68,65.38,22.07,86.29,63.25,23.25,95.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,United States,95.89,51.91,63.17,80.81,52.97,31.12,100.00,44.47,40.62,93.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Uruguay,5.69,14.75,13.82,5.31,54.38,29.77,0.99,15.43,19.00,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Viet Nam,9.88,19.81,3.08,6.68,60.83,22.12,9.14,38.92,48.28,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Angola,0.89,4.22,2.19,0.92,39.33,4.19,4.37,0.52,12.97,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Algeria,0.26,3.52,1.70,0.00,34.98,4.64,4.63,6.01,8.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Argentina,12.55,10.41,15.75,24.44,31.68,68.18,4.67,50.40,26.30,22.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Australia,72.92,92.70,89.54,52.99,71.96,63.49,28.28,35.79,45.61,92.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Austria,61.74,78.75,78.80,34.57,70.78,38.55,11.11,52.16,9.95,70.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Azerbaijan,2.79,7.32,3.55,1.84,41.94,7.68,5.99,11.76,32.76,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Bahrain,9.17,8.29,2.96,6.60,47.18,3.99,6.24,1.57,26.62,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Belarus,7.93,8.56,7.11,3.67,23.64,10.22,7.77,9.05,7.88,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Bolivia,0.35,7.98,4.80,2.61,42.51,18.93,3.74,9.23,21.99,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Brazil,14.45,11.36,14.55,54.76,37.72,100.00,10.73,57.39,61.68,39.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Bulgaria,6.79,21.26,12.49,2.41,51.33,16.06,1.24,15.94,3.70,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Canada,86.32,100.00,96.96,50.57,79.70,43.83,43.60,25.22,34.91,98.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Chile,8.24,16.25,11.92,10.00,50.79,38.91,2.48,32.33,19.03,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,China,66.68,42.24,11.88,38.85,51.53,14.45,92.08,68.27,89.01,67.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Colombia,4.64,7.50,7.14,9.00,35.22,41.98,4.37,24.64,27.29,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Costa Rica,3.17,14.97,10.06,14.74,67.84,72.35,0.93,17.49,27.35,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Croatia,10.88,20.43,17.92,10.20,46.06,38.47,0.99,29.43,16.32,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Czechia,25.94,29.43,34.23,10.23,50.20,22.11,2.32,34.53,5.07,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Denmark,74.52,98.88,97.49,42.43,83.14,32.84,13.34,26.21,18.23,86.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Dominican Republic,2.67,15.67,8.99,16.10,66.01,56.90,1.48,15.07,26.95,19.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Ecuador,3.29,8.59,6.46,4.61,50.22,29.56,2.21,13.23,21.30,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Egypt,4.92,5.72,1.41,21.39,26.84,22.80,15.04,62.13,80.19,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Finland,72.16,89.29,96.59,34.47,79.83,35.66,6.40,19.87,28.73,81.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,France,72.29,56.72,74.12,94.01,57.10,50.24,68.29,90.55,25.75,91.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Germany,100.00,84.24,83.46,47.00,62.73,14.26,85.83,44.52,30.64,96.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Ghana,1.67,7.38,2.83,1.97,40.30,7.29,3.14,2.39,20.67,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Greece,15.21,24.09,25.45,44.97,42.13,76.57,4.69,96.68,43.18,40.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Guatemala,0.74,7.30,4.38,3.24,48.53,19.81,2.79,11.03,16.11,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Hungary,19.16,29.31,26.01,9.25,53.52,20.47,1.62,42.64,0.62,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,India,27.83,21.06,6.19,30.68,55.54,28.46,29.42,81.77,98.07,45.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Indonesia,9.79,19.34,3.33,11.37,61.30,35.18,5.05,35.53,45.15,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Iran,1.78,0.00,0.00,1.07,9.66,0.00,30.30,14.92,27.15,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Ireland,50.07,65.01,65.18,30.89,74.94,52.36,7.08,48.93,25.73,63.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Israel,43.18,19.22,12.99,13.42,34.53,4.85,59.42,35.73,60.04,37.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Italy,47.09,40.75,47.88,100.00,47.56,87.62,20.43,100.00,37.63,73.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Japan,99.58,66.77,48.28,70.06,58.20,27.05,61.98,64.30,88.83,95.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Jordan,2.68,4.23,2.06,3.74,30.28,6.04,10.25,23.39,27.45,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Kazakhstan,1.79,7.56,2.40,1.49,31.35,4.61,6.53,7.50,30.23,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Kenya,1.73,9.18,3.99,6.63,47.95,20.67,3.35,13.11,35.38,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Latvia,8.12,15.88,15.59,2.02,46.15,11.66,0.38,8.21,10.08,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Lebanon,3.19,2.64,1.75,5.82,24.56,8.17,6.62,24.87,18.29,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Luxembourg,62.26,72.14,74.36,33.30,100.00,21.29,10.59,18.57,10.17,69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Malaysia,16.34,24.99,4.86,10.56,73.70,35.99,3.70,29.10,45.88,26.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Mexico,11.90,17.48,10.37,39.28,49.44,65.56,6.65,82.69,41.03,32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Morocco,3.03,11.33,2.09,17.91,45.61,34.11,3.49,56.04,52.62,19.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Myanmar,1.11,8.97,1.20,3.64,34.07,10.68,4.74,12.66,45.87,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Netherlands,75.73,88.52,94.12,50.29,77.84,46.38,18.26,40.91,21.40,87.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,New Zealand,61.46,86.55,84.06,40.45,76.20,70.50,8.85,24.47,58.82,83.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Nigeria,1.95,4.11,1.13,2.35,38.19,4.83,6.10,2.91,13.51,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Norway,75.48,92.80,100.00,37.30,79.31,37.76,13.69,23.79,29.00,86.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Oman,4.64,4.96,2.89,4.02,31.56,2.15,5.81,3.06,23.86,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Pakistan,2.33,5.38,0.23,1.67,32.73,1.27,17.93,9.67,16.92,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Panama,8.76,10.48,8.65,8.57,92.42,36.22,2.92,11.30,11.57,18.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Peru,2.40,14.14,8.31,11.53,60.12,40.30,2.05,50.16,47.00,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Philippines,9.31,18.08,4.84,12.33,51.48,46.33,4.44,21.97,32.53,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Poland,31.22,39.42,40.11,10.45,52.85,19.75,4.85,38.17,0.00,32.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Portugal,33.68,46.69,49.56,33.46,59.90,63.74,6.71,73.84,8.33,49.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Qatar,25.54,14.21,6.75,18.33,50.59,2.83,19.02,0.00,58.37,25.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Romania,9.60,17.99,12.65,6.39,44.87,21.02,2.09,28.22,2.29,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Russian Federation,44.34,18.06,10.95,34.68,0.00,15.12,99.76,52.99,62.20,43.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Saudi Arabia,19.56,17.52,3.01,15.45,14.21,1.82,57.01,14.35,56.62,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Serbia,5.28,5.26,5.57,1.47,30.45,9.46,4.69,11.41,2.89,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Singapore,77.59,52.32,28.43,48.92,73.38,33.45,15.80,34.46,95.61,72.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Slovenia,11.12,18.12,14.45,3.33,51.45,15.36,0.00,13.51,7.09,12.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,South Africa,18.15,8.09,10.70,17.29,35.99,37.86,11.96,33.22,48.61,22.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,"Korea, Republic of",74.51,34.51,21.79,28.11,59.13,10.48,48.80,21.61,54.65,55.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Spain,46.78,47.42,51.09,77.84,52.77,83.07,16.22,98.68,24.14,68.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Sri Lanka,3.66,11.31,3.35,7.71,61.62,26.84,2.64,22.39,54.50,18.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Sweden,86.66,95.83,96.69,52.83,82.31,41.36,19.35,28.55,27.21,93.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Switzerland,88.83,91.00,98.31,55.88,92.82,44.42,27.49,36.81,40.27,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Tanzania,0.00,7.16,3.24,4.82,43.87,17.76,3.28,5.05,41.85,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Thailand,13.84,22.79,5.88,40.22,71.31,79.02,4.76,73.86,81.67,43.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Tunisia,1.99,12.12,1.25,4.63,42.52,18.20,2.78,18.74,15.87,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Turkey,14.61,15.33,4.14,27.55,20.95,36.82,30.20,74.93,43.15,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Ukraine,8.51,5.32,7.81,4.32,23.87,13.74,9.97,13.62,11.08,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,United Arab Emirates,46.35,31.62,14.83,42.16,31.84,7.50,49.82,10.29,100.00,50.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,United Kingdom,91.86,67.71,81.27,71.48,62.40,26.28,85.61,65.05,22.29,95.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,United States,96.63,53.77,61.04,80.49,48.40,33.81,100.00,42.66,37.68,92.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Uruguay,5.64,12.54,12.92,5.21,47.50,25.67,0.67,15.30,9.34,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Viet Nam,7.40,17.66,2.26,7.90,55.90,22.69,9.75,37.20,57.44,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Angola,0.47,3.81,2.69,1.99,29.81,7.15,4.16,0.00,15.63,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Argentina,10.66,12.18,16.57,25.04,31.06,65.88,4.33,45.02,15.48,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Australia,75.06,90.29,89.04,57.25,70.88,65.51,28.09,30.37,44.83,93.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Azerbaijan,0.94,6.62,4.37,1.50,31.93,7.01,6.37,5.40,29.80,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Belarus,5.78,7.84,6.98,2.46,21.42,13.88,9.24,8.78,11.39,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Belgium,70.58,74.05,83.13,37.42,68.29,29.11,16.61,37.03,9.75,70.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Brazil,12.83,9.17,13.81,58.33,38.33,100.00,11.31,52.65,66.97,40.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Bulgaria,6.48,20.80,13.13,0.71,41.01,17.41,1.11,13.14,0.00,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Canada,88.43,100.00,97.46,49.67,77.94,43.74,42.88,21.63,25.89,96.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Chile,6.15,16.06,12.85,9.05,46.04,39.97,2.71,29.17,17.80,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,China,68.46,42.59,11.35,41.32,51.62,15.12,93.23,65.83,85.85,73.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Colombia,3.09,9.07,6.64,10.75,27.24,45.04,5.24,19.20,13.35,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Costa Rica,2.35,15.93,11.13,19.95,62.08,65.77,1.16,15.32,23.12,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Croatia,13.48,28.09,21.36,24.68,51.38,46.81,0.91,25.40,25.45,27.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Czechia,20.76,32.91,32.44,9.03,42.59,25.47,2.30,31.63,2.46,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Denmark,73.88,95.30,94.77,41.84,79.56,35.08,12.72,21.38,15.60,82.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dominican Republic,1.51,15.59,7.50,14.91,63.57,56.27,2.26,11.03,20.92,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
